"","StartDate","EndDate","Progress","Duration (in seconds)","UserLanguage","Participant Consent","Lyric_preferences_1","Lyric_preferences_2","Lyric_preferences_3","Lyric_preferences_4","Lyric_preferences_5","Lyric_preferences_6","Lyric_preferences_7","Lyric_preferences_8","Lyric_preferences_9","Lyric_percentage_1","Lyric Activities_1","Lyric Activities_2","Lyric Activities_3","Lyric Activities_4","Lyric Activities_5","Lyric_questions_time_First Click","Lyric_questions_time_Last Click","Lyric_questions_time_Page Submit","Lyric_questions_time_Click Count","4116102-w","4116102-f","4116102-1_1","4116102-1_2","4116102-1_3","4116102-1_4","4116102-1_5","4116102-1_6","4116102-1_7","4116102-1_8","4116102-1_9","4116102-1_10","4116102-m_First Click","4116102-m_Last Click","4116102-m_Page Submit","4116102-m_Click Count","4116102-c","4116102-r","80257632-w","80257632-f","80257632-1_1","80257632-1_2","80257632-1_3","80257632-1_4","80257632-1_5","80257632-1_6","80257632-1_7","80257632-1_8","80257632-1_9","80257632-1_10","80257632-m_First Click","80257632-m_Last Click","80257632-m_Page Submit","80257632-m_Click Count","80257632-c","80257632-r","2241308-w","2241308-f","2241308-1_1","2241308-1_2","2241308-1_3","2241308-1_4","2241308-1_5","2241308-1_6","2241308-1_7","2241308-1_8","2241308-1_9","2241308-1_10","2241308-m_First Click","2241308-m_Last Click","2241308-m_Page Submit","2241308-m_Click Count","2241308-c","2241308-r","204336669-w","204336669-f","204336669-1_1","204336669-1_2","204336669-1_3","204336669-1_4","204336669-1_5","204336669-1_6","204336669-1_7","204336669-1_8","204336669-1_9","204336669-1_10","204336669-m_First Click","204336669-m_Last Click","204336669-m_Page Submit","204336669-m_Click Count","204336669-c","204336669-r","34952275-w","34952275-f","34952275-1_1","34952275-1_2","34952275-1_3","34952275-1_4","34952275-1_5","34952275-1_6","34952275-1_7","34952275-1_8","34952275-1_9","34952275-1_10","34952275-m_First Click","34952275-m_Last Click","34952275-m_Page Submit","34952275-m_Click Count","34952275-c","34952275-r","9223300-w","9223300-f","9223300-1_1","9223300-1_2","9223300-1_3","9223300-1_4","9223300-1_5","9223300-1_6","9223300-1_7","9223300-1_8","9223300-1_9","9223300-1_10","9223300-m_First Click","9223300-m_Last Click","9223300-m_Page Submit","9223300-m_Click Count","9223300-c","9223300-r","149782763-w","149782763-f","149782763-1_1","149782763-1_2","149782763-1_3","149782763-1_4","149782763-1_5","149782763-1_6","149782763-1_7","149782763-1_8","149782763-1_9","149782763-1_10","149782763-m_First Click","149782763-m_Last Click","149782763-m_Page Submit","149782763-m_Click Count","149782763-c","149782763-r","99962781-w","99962781-f","99962781-1_1","99962781-1_2","99962781-1_3","99962781-1_4","99962781-1_5","99962781-1_6","99962781-1_7","99962781-1_8","99962781-1_9","99962781-1_10","99962781-m_First Click","99962781-m_Last Click","99962781-m_Page Submit","99962781-m_Click Count","99962781-c","99962781-r","57005765-w","57005765-f","57005765-1_1","57005765-1_2","57005765-1_3","57005765-1_4","57005765-1_5","57005765-1_6","57005765-1_7","57005765-1_8","57005765-1_9","57005765-1_10","57005765-m_First Click","57005765-m_Last Click","57005765-m_Page Submit","57005765-m_Click Count","57005765-c","57005765-r","99567690-w","99567690-f","99567690-1_1","99567690-1_2","99567690-1_3","99567690-1_4","99567690-1_5","99567690-1_6","99567690-1_7","99567690-1_8","99567690-1_9","99567690-1_10","99567690-m_First Click","99567690-m_Last Click","99567690-m_Page Submit","99567690-m_Click Count","99567690-c","99567690-r","151085454-w","151085454-f","151085454-1_1","151085454-1_2","151085454-1_3","151085454-1_4","151085454-1_5","151085454-1_6","151085454-1_7","151085454-1_8","151085454-1_9","151085454-1_10","151085454-m_First Click","151085454-m_Last Click","151085454-m_Page Submit","151085454-m_Click Count","151085454-c","151085454-r","134245347-w","134245347-f","134245347-1_1","134245347-1_2","134245347-1_3","134245347-1_4","134245347-1_5","134245347-1_6","134245347-1_7","134245347-1_8","134245347-1_9","134245347-1_10","134245347-m_First Click","134245347-m_Last Click","134245347-m_Page Submit","134245347-m_Click Count","134245347-c","134245347-r","16074172-w","16074172-f","16074172-1_1","16074172-1_2","16074172-1_3","16074172-1_4","16074172-1_5","16074172-1_6","16074172-1_7","16074172-1_8","16074172-1_9","16074172-1_10","16074172-m_First Click","16074172-m_Last Click","16074172-m_Page Submit","16074172-m_Click Count","16074172-c","16074172-r","61210999-w","61210999-f","61210999-1_1","61210999-1_2","61210999-1_3","61210999-1_4","61210999-1_5","61210999-1_6","61210999-1_7","61210999-1_8","61210999-1_9","61210999-1_10","61210999-m_First Click","61210999-m_Last Click","61210999-m_Page Submit","61210999-m_Click Count","61210999-c","61210999-r","205113268-w","205113268-f","205113268-1_1","205113268-1_2","205113268-1_3","205113268-1_4","205113268-1_5","205113268-1_6","205113268-1_7","205113268-1_8","205113268-1_9","205113268-1_10","205113268-m_First Click","205113268-m_Last Click","205113268-m_Page Submit","205113268-m_Click Count","205113268-c","205113268-r","99526020-w","99526020-f","99526020-1_1","99526020-1_2","99526020-1_3","99526020-1_4","99526020-1_5","99526020-1_6","99526020-1_7","99526020-1_8","99526020-1_9","99526020-1_10","99526020-m_First Click","99526020-m_Last Click","99526020-m_Page Submit","99526020-m_Click Count","99526020-c","99526020-r","152156851-w","152156851-f","152156851-1_1","152156851-1_2","152156851-1_3","152156851-1_4","152156851-1_5","152156851-1_6","152156851-1_7","152156851-1_8","152156851-1_9","152156851-1_10","152156851-m_First Click","152156851-m_Last Click","152156851-m_Page Submit","152156851-m_Click Count","152156851-c","152156851-r","17997657-w","17997657-f","17997657-1_1","17997657-1_2","17997657-1_3","17997657-1_4","17997657-1_5","17997657-1_6","17997657-1_7","17997657-1_8","17997657-1_9","17997657-1_10","17997657-m_First Click","17997657-m_Last Click","17997657-m_Page Submit","17997657-m_Click Count","17997657-c","17997657-r","55713838-w","55713838-f","55713838-1_1","55713838-1_2","55713838-1_3","55713838-1_4","55713838-1_5","55713838-1_6","55713838-1_7","55713838-1_8","55713838-1_9","55713838-1_10","55713838-m_First Click","55713838-m_Last Click","55713838-m_Page Submit","55713838-m_Click Count","55713838-c","55713838-r","97622225-w","97622225-f","97622225-1_1","97622225-1_2","97622225-1_3","97622225-1_4","97622225-1_5","97622225-1_6","97622225-1_7","97622225-1_8","97622225-1_9","97622225-1_10","97622225-m_First Click","97622225-m_Last Click","97622225-m_Page Submit","97622225-m_Click Count","97622225-c","97622225-r","subjective","feedback","Time taken","Age","Total approvals","Country of birth","Country of residence","Employment status","Ethnicity simplified","Language","Nationality","Sex","Student status","participant_ID","Finished"
"1","2021-11-25 05:50:09","2021-11-25 06:51:00","100","3651","EN","agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","100","I like to sing alone with the songs I like.",NA,NA,NA,NA,"37.669","286.354","288.157","21","Maybe","No",20,-27,-42,57,-34,-91,83,80,68,78,3.883,82.036,84.073,17,"Somewhat unconfident","I thought they were talking about God but wasn't sure.","No","No",20,-81,-73,-77,-77,-75,-88,-11,-66,-70,6.821,71.743,75.86,15,"Somewhat confident",NA,"No","No",-20,-30,30,70,40,21,40,10,-9,-28,29.024,240.399,245.011,17,"Somewhat unconfident","No","Yes","No",0,0,66,-30,-46,-98,-96,-83,-95,-86,8.397,63.143,66.93,16,"Very confident",NA,"Yes","No",19,42,0,59,73,0,0,0,-57,75,4.217,59.541,60.582,14,"Somewhat confident",NA,"Maybe","No",-40,-33,20,30,45,14,43,30,18,46,5.567,74.333,77.787,16,"Very confident",NA,"Yes","Yes",0,-93,0,-74,-97,0,-90,52,0,70,6.356,60.182,61.213,20,"Very confident",NA,"Yes","Yes",-78,-31,-53,23,-63,70,66,92,45,29,3.801,76.57,77.556,16,"Very confident",NA,"Yes","No",0,-86,34,41,-34,-74,46,0,0,0,7.809,58.336,59.522,14,"Somewhat unconfident",NA,"Maybe","No",0,-98,85,81,73,0,0,-100,-88,0,7.375,64.068,65.094,18,"Somewhat confident",NA,"No","No",0,0,0,-68,-88,0,0,-99,0,0,6.164,73.324,74.382,16,"Somewhat confident",NA,"Yes","Yes",83,79,0,0,100,73,94,100,100,100,5.62,58.181,59.352,16,"Extremely confident",NA,"Maybe","No",0,56,0,52,-37,0,0,0,0,0,5.732,70.229,71.101,17,"Very unconfident","I didn't really understand all the words.","No","No",-39,-58,-45,19,-41,-33,-46,-29,-78,-55,4.468,76.189,77.21,21,"Very unconfident","The lyrics didn't make much sense to me.","No","No",41,98,91,100,64,92,0,0,-66,0,3.73,101.275,102.349,21,"Very confident",NA,"Yes","No",-39,13,64,85,38,-52,-34,-39,-19,-36,6.222,73.11,74.435,15,"Somewhat confident",NA,"Maybe","No",64,0,100,100,77,0,0,0,-100,-93,4.28,61.706,63.09,18,"Very confident",NA,"No","No",0,0,0,0,-15,-87,-100,-87,0,-100,2.87,41.526,42.476,15,"Very unconfident","It didn't make much sense.","Yes","No",-50,10,-17,21,30,-42,30,53,33,-43,14.894,122.55,123.849,14,"Somewhat confident","I thought it was talking about an old train but I am unsure.","Maybe","No",-52,37,30,52,47,75,55,73,47,59,15.759,62.375,63.347,14,"Somewhat confident",NA,"Very subjective","Thanks for the survey. I hope I helped you in some way. ",3661.104,74,2181,"United States","United States","Other","White","English","United States","Female","No","6e14da7af7bb8467af2dafbde977057b","True"
"2","2021-11-25 03:15:56","2021-11-25 04:34:10","100","4694","EN","agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","70","poetry (maybe)",NA,NA,NA,NA,"251.255","468.202","474.46","19","Yes","No",-14,25,0,0,0,25,50,25,0,30,8.433,51.478,53.508,12,"Somewhat confident",NA,"Maybe","No",-26,-54,70,65,19,52,-44,-58,-61,-58,100.236,172.869,174.962,25,"Somewhat unconfident",NA,"Yes","No",43,20,2,2,59,2,-18,2,-35,-16,5.927,85.101,87.141,16,"Somewhat unconfident",NA,"Maybe","No",32,23,50,-1,0,1,0,-30,-10,0,15.593,75.512,76.842,12,"Somewhat unconfident","I probably should have specified this earlier, but I'm likely to be unconfident in my ratings for most if not all of these examples, because I have always been very bad at interpreting song lyrics.","Maybe","No",0,0,0,0,-1,0,0,0,0,1,2.709,37.585,47.279,12,"Extremely unconfident",NA,"Maybe","No",0,0,0,0,0,15,0,25,-10,-1,6.079,77.633,78.966,19,"Very unconfident",NA,"Maybe","No",0,1,2,1,1,14,0,1,0,25,0.464,42.221,43.948,12,"Somewhat unconfident",NA,"Maybe","No",21,0,1,0,30,15,0,15,-5,0,17.1,108.599,114.945,21,"Very unconfident",NA,"Maybe","No",-20,0,0,-1,20,10,0,25,-1,0,11.875,41.3,42.769,11,"Very unconfident",NA,"Maybe","No",0,0,35,0,25,0,1,-10,-20,35,22.626,155.473,167.499,14,"Somewhat unconfident",NA,"Maybe","No",0,0,-1,25,20,30,0,1,-20,0,4.983,37.856,39.94,11,"Very unconfident",NA,"Maybe","Yes",-10,15,1,1,60,15,0,24,2,18,7.752,89.385,104.737,26,"Somewhat confident",NA,"Maybe","No",0,15,0,30,20,1,0,0,0,1,3.361,567.321,569.335,19,"Very unconfident",NA,"Maybe","No",-1,0,0,-1,15,0,0,-25,-20,0,6.801,56.941,61.118,15,"Very unconfident",NA,"Yes","No",20,45,0,0,15,0,0,0,-15,0,6.156,69.334,70.863,10,"Very unconfident",NA,"Maybe","No",0,0,25,20,0,0,-1,0,-15,0,4.44,46.775,48.134,11,"Very unconfident",NA,"Yes","No",-1,-1,35,15,20,0,0,-15,-10,0,5.829,59,60.783,12,"Very unconfident",NA,"Maybe","No",0,0,1,1,0,1,0,25,-1,0,0.473,66.065,68.319,17,"Neither confident nor unconfident",NA,"Yes","No",0,10,0,0,25,0,0,21,5,0,6.184,52.358,53.867,15,"Somewhat unconfident",NA,"Maybe","No",0,0,-1,0,0,15,-1,0,0,0,8.175,48.136,51.455,15,"Very unconfident",NA,"Somewhat subjective",NA,4701.485,41,2554,"United States","United States","Full-Time","White","English","United States","Male","No","7df7db4da7c1387b492c43f73e66f00b","True"
"3","2021-11-25 04:46:31","2021-11-25 05:20:41","100","2049","EN","agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","80","Writing",NA,NA,NA,NA,"9.147","87.66","95.872","13","Maybe","No",0,64,-72,88,0,0,52,56,51,0,3.641,29.145,30.046,12,"Somewhat confident","It was slightly vague and not clear what the singer meant in some portions, like are they talking about god or a lover?","Yes","No",0,0,0,73,0,0,0,0,0,37,7.005,34.037,34.744,12,"Extremely confident",NA,"No","No",0,0,84,100,27,0,0,-59,-62,0,3.143,25.152,26.729,12,"Somewhat confident","It was pretty vague and could mean anything, though I'm leaning towards the song being about doing time in prison.","Yes","No",51,26,100,86,53,0,0,-100,-100,0,7.27,36.851,37.791,17,"Extremely confident",NA,"Yes","No",0,0,57,0,61,0,0,0,34,0,6.938,54.249,55.369,11,"Extremely confident",NA,"Maybe","No",0,0,100,0,38,0,0,0,0,0,16.004,46.181,47.426,11,"Extremely confident",NA,"Maybe","No",0,0,0,83,21,0,87,89,39,82,2.069,24.617,25.296,11,"Very confident",NA,"No","Yes",0,18,0,0,0,0,28,70,33,66,7.199,28.777,29.899,13,"Extremely confident",NA,"No","No",0,0,41,65,15,0,48,20,31,34,223.374,248.951,250.073,14,"Extremely confident",NA,"No","No",0,0,100,23,17,0,24,0,0,0,2.367,20.711,22.003,13,"Extremely confident",NA,"Yes","No",0,0,41,100,28,0,0,-70,-68,0,3.813,84.508,85.518,13,"Very confident",NA,"Maybe","No",-45,-81,-100,-100,-100,-72,13,100,20,29,9.631,38.791,39.734,10,"Very confident",NA,"Maybe","No",10,73,75,95,51,0,29,13,0,0,5.815,34.428,35.347,12,"Very unconfident","It was all over the place and hard to pin down.","Yes","No",0,0,0,0,31,33,59,0,-38,-29,5.048,30.922,31.899,11,"Very confident",NA,"Maybe","No",0,36,19,48,81,77,71,0,0,0,2.623,22.085,22.874,10,"Extremely confident",NA,"No","No",0,0,100,0,71,0,0,0,0,0,2.761,17.938,19.094,11,"Extremely confident",NA,"No","No",0,0,100,100,11,0,0,-23,14,0,2.161,22.385,23.415,11,"Very confident",NA,"Maybe","No",0,48,92,0,39,0,0,66,27,0,6.679,36.398,37.691,10,"Somewhat confident","I understood maybe half of it, but everything else was either in a different language or difficult to parse.","No","No",0,15,0,87,0,0,16,-67,-67,0,2.119,33.822,35.075,13,"Very confident","I have a good idea of what it means, but it's still pretty vague.","No","No",0,0,0,80,0,0,0,0,0,0,2.694,22.933,24.017,11,"Very unconfident","It was very vague. All I know for sure is that it was religious in nature.","Very subjective",NA,2054.867,31,2468,"United States","United States","Full-Time","Black","English","United States","Female","No","3f84d45869760bdb304127753d0b481c","True"
"4","2021-11-25 03:51:28","2021-11-25 04:16:03","100","1474","EN","agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","90","Someone who incorporates song lyrics into the titles of their blog posts (have seen that before)","Someone who incorporates song lyrics into every day life (dated a guy who did that)",NA,NA,NA,"5.294","45.124","90.6","13","Yes","No",-99,-80,-41,-85,-52,-100,-15,16,-100,-100,3.549,42.564,45.027,12,"Extremely unconfident",NA,"Maybe","No",-93,-51,-88,-90,47,-99,-10,-52,-100,-100,8.892,48.413,49.5,15,"Extremely unconfident",NA,"Maybe","No",22,27,21,-10,28,-100,-100,-100,-100,-99,6.183,19.455,21.222,10,"Extremely unconfident",NA,"Yes","No",-28,-40,-9,-23,-98,-100,-100,-100,-100,-100,13.901,34.258,35.225,14,"Very unconfident",NA,"No","No",-98,-15,-55,7,10,-99,-100,-100,-99,-100,12.339,26.4,27.457,12,"Extremely unconfident",NA,"Yes","No",-100,-100,-13,-42,-31,-100,-59,-76,-100,-32,9.672,32.071,33.601,13,"Extremely unconfident",NA,"Maybe","No",-100,-100,-100,-100,-72,-78,-34,-5,-99,9,4.02,27.788,28.778,14,"Extremely unconfident",NA,"No","Yes",-100,-54,-100,-100,68,-65,79,85,80,-35,7.18,46.038,48.446,14,"Somewhat confident",NA,"Yes","No",-100,-100,-44,-72,15,-100,-68,-100,-100,-100,3.052,23.892,26.707,12,"Very unconfident",NA,"No","Yes",-98,-100,15,-22,-24,-100,-8,-100,-100,-17,9.447,35.365,36.762,16,"Somewhat unconfident",NA,"Maybe","No",-100,-100,-8,29,-71,-100,-100,-100,-100,-99,11.86,27.428,28.675,10,"Extremely unconfident",NA,"No","Yes",-91,-100,-100,-100,-100,66,67,77,-31,34,6.789,27.86,28.979,11,"Somewhat unconfident",NA,"Maybe","Yes",0,-100,-99,-48,-75,-100,-100,-100,-100,-100,7.172,34.486,35.453,15,"Extremely unconfident",NA,"No","No",45,-100,-100,-100,-100,-100,-19,-23,52,-100,5.97,28.491,29.257,15,"Very unconfident",NA,"Maybe","No",-89,40,57,-15,73,-100,-100,-100,-100,-99,8.22,30.051,31.083,12,"Very unconfident",NA,"No","No",-100,-100,41,27,-9,-100,-100,-100,-100,-100,4.106,22.066,22.975,12,"Somewhat unconfident",NA,"No","No",-97,-100,65,18,-57,-100,-100,-100,-100,-98,3.589,29.235,30.882,13,"Somewhat unconfident",NA,"Yes","No",-100,-100,23,-92,-100,-100,-100,-29,-99,-100,2.859,18.701,20.056,12,"Extremely unconfident",NA,"No","No",-88,-7,-100,10,-38,-100,-30,47,48,-89,5.232,31.432,32.302,12,"Extremely unconfident",NA,"Maybe","Yes",-100,-44,-74,-66,-24,28,-99,-98,-98,-43,9.266,32.257,33.456,12,"Extremely unconfident",NA,"Completely subjective","thank you!",4871.048,53,768,"United States","United States","DATA EXPIRED","White","English","United States","Female","No","e458f9842dd38f81dacaf8ab42edce70","True"
"5","2021-11-25 05:12:17","2021-11-25 05:45:21","100","1983","EN","agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","99","Poetry","creative writing","school activities","theatrical performance","public speeches","9.918","118.814","142.001","16","Yes","No",26,34,32,25,35,30,42,30,25,41,8.943,27.765,29.541,12,"Somewhat unconfident",NA,"Yes","No",33,20,50,32,46,31,39,36,32,21,3.673,19.017,20.705,11,"Somewhat confident",NA,"No","No",92,92,92,94,94,93,92,89,98,95,5.978,24.394,26.035,11,"Neither confident nor unconfident",NA,"No","No",23,21,40,14,-9,20,21,-9,19,22,5.082,19.224,20.353,11,"Somewhat unconfident",NA,"Maybe","No",43,32,34,28,35,37,36,33,39,39,10.655,25.786,27.439,11,"Somewhat unconfident",NA,"Maybe","No",-7,-17,10,-9,-15,5,12,-10,-14,9,4.902,27.908,30.544,12,"Neither confident nor unconfident",NA,"No","No",22,36,30,42,34,43,36,48,39,50,5.25,24.944,26.318,12,"Very confident","i don't recognize this song at all","Yes","Yes",50,63,34,72,59,48,66,25,56,53,3.071,20.098,21.136,10,"Extremely confident","i remember playing this on my parent's old vinyl record collection","No","No",26,37,35,22,55,36,45,32,45,36,9.135,24.965,26.551,10,"Somewhat confident",NA,"Maybe","No",32,54,41,49,39,59,49,32,49,32,9.539,32.243,34.844,12,"Somewhat confident","I like the rhythm. Had a catch beat to my ears.","Yes","No",7,13,24,17,10,18,27,8,15,16,8.415,39.146,41.018,13,"Neither confident nor unconfident",NA,"Yes","Yes",95,96,99,98,98,97,97,97,97,97,5.204,21.153,22.518,10,"Extremely confident","classic patriotism","No","No",20,44,31,42,31,39,36,32,23,44,4.383,17.687,18.934,10,"Somewhat confident",NA,"Yes","No",10,24,21,-5,13,17,27,19,15,18,3.658,19.4,20.552,13,"Very unconfident",NA,"Yes","No",34,26,39,21,35,35,28,27,19,28,5.711,19.245,21.019,10,"Somewhat unconfident",NA,"No","No",38,13,54,31,23,19,39,29,38,31,4.111,18.738,20.849,10,"Somewhat unconfident",NA,"Maybe","No",19,50,27,40,67,32,48,82,62,71,13.289,40.778,43.338,11,"Somewhat confident","depressing","No","No",23,22,20,20,18,21,17,16,23,21,3.219,17.973,19.351,11,"Very unconfident","no idea or feelings about this one??","Maybe","No",3,30,34,23,37,23,37,26,28,30,2.581,19.028,20.165,10,"Neither confident nor unconfident",NA,"Yes","Yes",41,66,32,52,43,55,41,54,85,58,7.371,26.618,28.221,11,"Very confident","classic longing for a better life situation","Somewhat subjective","it's really interesting how these surveys pop up and it's not the usual type of survey. As an introvert, I'm so curious now. Generally, if I like a song, I'll study the lyrics and see how to use it in my situation in life. I enjoyed this - thank you so much. ",1990.955,49,634,"United States","United States","Part-Time","Asian","English","United States","Male","No","e2eb8f6534f9a9f6ff20b199d91bb407","True"
"6","2021-11-25 07:35:29","2021-11-25 08:36:46","100","3676","EN","agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","90",NA,NA,NA,NA,NA,"8.892","123.694","125.242","16","Yes","No",35,0,0,0,0,61,54,59,71,71,3.772,70.788,71.861,14,"Somewhat confident",NA,"Yes","No",0,0,91,0,0,0,0,0,-81,-76,4.614,66.436,67.978,13,"Somewhat confident",NA,"Yes","No",68,0,45,34,84,0,0,-48,-66,66,17.098,77.801,87.289,13,"Somewhat confident",NA,"Yes","No",93,92,100,100,100,-93,-94,-95,-93,-88,3.1,63.618,64.965,18,"Very confident",NA,"Yes","No",0,0,0,0,0,77,78,0,0,50,6.645,73.7,76.101,13,"Somewhat confident",NA,"Yes","No",0,0,77,0,0,0,66,0,0,0,5.507,61.153,64.249,12,"Somewhat confident",NA,"Yes","No",0,0,0,0,0,0,71,0,0,59,3.705,92.291,93.692,13,"Somewhat confident",NA,"Maybe","Yes",0,0,0,0,0,0,0,83,86,0,2.432,127.175,128.45,22,"Somewhat confident",NA,"Maybe","No",0,0,83,81,45,0,0,0,0,0,8.108,67.372,68.6,14,"Somewhat confident",NA,"Yes","No",0,0,54,0,0,0,0,0,0,0,9.533,60.447,71.619,12,"Somewhat confident",NA,"Yes","No",0,0,0,0,0,0,0,0,0,81,6.298,37.343,51.257,12,"Somewhat unconfident",NA,"Yes","Yes",0,0,0,0,81,74,0,92,84,81,7.701,62.97,64.082,13,"Somewhat confident",NA,"Yes","No",43,36,53,50,54,0,0,-47,-51,0,11.924,57.43,58.507,13,"Somewhat unconfident",NA,"Yes","No",63,0,0,0,68,0,43,0,-31,88,9.825,89.933,91.793,14,"Somewhat confident",NA,"Yes","No",0,0,95,0,59,0,0,0,0,0,5.404,83.814,85.305,17,"Somewhat confident",NA,"Maybe","No",0,0,68,71,0,0,0,0,0,0,15.19,162.579,164.02,15,"Somewhat confident",NA,"Yes","No",0,0,88,65,0,0,34,0,-35,0,10.687,81.006,82.487,15,"Somewhat confident",NA,"Yes","No",0,0,78,51,0,0,0,0,0,0,4.277,41.864,42.93,13,"Somewhat confident",NA,"Yes","No",0,41,31,45,28,0,0,0,0,0,9.793,56.842,63.883,16,"Somewhat confident",NA,"Yes","No",0,0,74,75,40,25,21,0,0,0,3.737,64.225,77.357,13,"Somewhat confident",NA,"Somewhat subjective",NA,3684.28,66,3177,"United States","United States","Not in paid work (e.g. homemaker', 'retired or disabled)","White","English","United States","Male","No","25e9e5d8fbf77827ee718cd3b23ec0d1","True"
"7","2021-11-25 01:35:44","2021-11-25 03:19:16","100","6211","EN","agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","100","Creative writing","Poetry","Memorizing movie scripts","acting","transcribing","11.432","297.014","336.941","19","Yes","No",-43,-29,-76,-17,34,65,74,63,40,31,5.134,89.86,90.413,23,"Somewhat unconfident",NA,"Yes","No",-83,-72,60,83,-35,-59,-66,-73,-47,34,3.027,28.263,29.665,24,"Somewhat confident",NA,"Yes","No",59,79,35,43,61,0,-33,-52,55,41,4.469,38.628,40.412,16,"Somewhat confident",NA,"No","No",47,63,85,79,57,77,-45,-73,-67,28,3.205,31.603,33.069,23,"Somewhat unconfident",NA,"Yes","Yes",61,84,79,81,-52,74,43,58,0,60,2.471,31.199,32.325,19,"Very confident",NA,"Yes","No",-46,21,52,62,44,-39,-25,-37,-53,49,3.606,30.684,31.773,28,"Somewhat unconfident",NA,"Maybe","No",0,0,56,66,41,0,0,-23,32,62,2.384,30.138,31.399,17,"Very confident",NA,"Maybe","Yes",-62,-49,-74,-18,20,49,66,71,47,52,30.977,66.668,69.111,17,"Somewhat confident","no","Yes","No",-46,-52,26,57,37,55,66,47,55,43,2.556,376.019,388.431,21,"Very confident",NA,"Maybe","No",0,24,-33,39,47,60,53,65,49,63,8.02,92.496,109.549,24,"Somewhat confident",NA,"Yes","No",-26,33,59,50,67,53,29,-21,-22,42,4.398,37.466,39.784,17,"Somewhat confident",NA,"No","Yes",1,64,-49,48,73,58,79,91,46,65,6.714,82.283,83.736,20,"Very confident",NA,"Yes","Yes",42,14,79,87,36,54,38,0,-66,0,5.491,36.742,38.991,13,"Very confident",NA,"Yes","Yes",-77,33,-57,55,0,0,67,38,-30,46,2.525,37.598,38.731,16,"Very confident",NA,"Yes","No",36,55,37,54,68,58,50,31,-30,25,12.257,34.759,36.531,12,"Somewhat unconfident",NA,"Maybe","No",-37,16,79,76,55,-35,0,-65,-54,0,3.574,28.99,30.258,19,"Very confident",NA,"Yes","No",-61,24,61,75,27,-42,-61,-47,-61,30,2.984,24.558,25.991,10,"Somewhat confident",NA,"Maybe","Yes",-40,45,70,63,-37,-56,-34,-55,-48,25,2.605,26.064,27.854,15,"Somewhat unconfident",NA,"No","No",19,60,-70,34,53,-37,30,31,-23,34,4.398,28.235,29.809,10,"Very unconfident",NA,"Yes","Yes",-55,51,-50,59,69,56,65,-33,-48,-61,5.724,30.974,33.171,20,"Somewhat confident",NA,"Very subjective",NA,5313.422,50,1570,"United States","United States","DATA EXPIRED","White","English","United States","Male","DATA EXPIRED","0d7725d036d34f0ded6e6338c69630b1","True"
